Department,Job Title,Job Area,Standard Hours,Marital Status,Hourly Rate,FULLTIME_IND,Days in Role,days_employed,Years of Service,Job Code,apprenticeship_ind,Pay Group,term_ind,Days Employed When Survey Sent,Days With Company on Submit of Survey,PC,Division,,Job Title,ED & DHS Average Rating,Immediate Supervisor Average Rating,Communication and Campus Average Rating,Department Morale Rating
,Dining Services Assistant,Dining Services,,S,10.37,1,,712,1.950684932,,0,,1,90,91,162,North Central Indiana,Region E,Dining Services Assistant,4,3,3.17,3
,Dining Services Assistant,Dining Services,20,S,10.76,0,811,811,2.221917808,,0,H7L,1,180,183,165,Central South Indiana,Region H,Dining Services Assistant,4,4,4,4
,Licensed Practical Nurse,Licensed Practical Nurse,,M,21.26,1,,482,1.320547945,,0,,1,30,29,173,Central South Indiana,Region H,Licensed Practical Nurse,5,5,5,4
,LPN-Weekend,Other,,S,25.6,1,,539,1.476712329,,0,,1,90,92,148,South Kentucky,Region D,LPN-Weekend,4,4.13,3.5,4
,Activities Associate,Activities Associate,40,M,12,1,69,1046,2.865753425,600002,0,H7L,1,30,34,411,North Ohio,Region A,Activities Associate,4.5,4.88,3.67,4
,Licensed Practical Nurse,Licensed Practical Nurse,,M,17.5,1,,895,2.452054795,,0,,1,30,91,423,Central Ohio,Region J,Licensed Practical Nurse,4.5,4.88,4.67,4
,Transportation Associate,Transportation Associate,,S,12,1,,832,2.279452055,,0,,1,30,28,151,Southeast Indiana,Region I,Transportation Associate,4,4,4,4
,Director of Dining Services,Director,,M,20.33,1,,895,2.452054795,,0,,1,90,91,144,North Indiana,Region F,Director of Dining Services,4.63,4.63,4.33,3
,Environmental Services Asst,Environmental Services Asst,,M,10.45,1,,986,2.701369863,,0,,1,180,182,160,Central South Indiana,Region H,Environmental Services Asst,4.13,4,4,4
,Licensed Practical Nurse,Licensed Practical Nurse,,S,19.03,0,,986,2.701369863,,0,,1,90,95,416,Central Ohio,Region J,Licensed Practical Nurse,3.38,3,2.83,5
,Director of Health Services,Director,,M,41.1,1,,811,2.221917808,,0,,1,90,92,422,North Ohio,Region A,Director of Health Services,5,5,4.8,5
,Cook,Dining Services,,M,10.5,1,,706,1.934246575,,0,,1,90,92,418,South Ohio,Region G,Cook,4,4,4.17,3
,Cook,Dining Services,,S,11.03,1,,706,1.934246575,,0,,1,90,92,132,North Indiana,Region F,Cook,4.5,4.75,4.33,3
,Guest Relations,Guest Relations,,M,11.49,0,,979,2.682191781,,0,,1,365,366,156,North Indiana,Region F,Guest Relations,5,5,4.33,5
,Life Enrichment Director,Director,,M,19.06,1,,628,1.720547945,,0,,1,30,30,127,South Kentucky,Region D,Life Enrichment Director,4.63,4.88,4.67,4
,Director of Social Services,Director,,M,21.64,1,,552,1.512328767,,0,,1,30,34,412,South Ohio,Region G,Director of Social Services,5,5,5,5
,Environmental Services Asst,Environmental Services Asst,,S,10.3,0,,688,1.884931507,,0,,1,30,31,407,Central Ohio,Region J,Environmental Services Asst,3.88,3.75,4.17,4
,Cook,Dining Services,,M,10.5,0,,502,1.375342466,,0,,1,30,44,424,North Ohio,Region A,Cook,5,5,5,5
,Environmental Services Asst,Environmental Services Asst,,M,11.5,1,,427,1.169863014,,0,,1,180,185,508,North Michigan,Region B,Environmental Services Asst,4,4,4,4
,Environmental Services Asst,Environmental Services Asst,,S,9.98,0,,552,1.512328767,,0,,1,30,95,112,North Central Indiana,Region E,Environmental Services Asst,5,5,5,5
,Business Office Manager,Manager,,M,20.67,1,,840,2.301369863,,0,,1,30,38,406,Central Ohio,Region J,Business Office Manager,4,4,3.83,4
,Business Office Manager,Manager,,S,19.32,1,,895,2.452054795,,0,,1,30,64,509,North Michigan,Region B,Business Office Manager,5,5,5,0
,Director of Health Services,Director,,M,44.55,1,,1404,3.846575342,,0,,1,365,371,419,South Ohio,Region G,Director of Health Services,5,5,5,5
,Environmental Services Asst,Environmental Services Asst,,M,10.6,1,,1210,3.315068493,,0,,1,365,365,302,North Indiana,Region F,Environmental Services Asst,2.5,3.75,2.5,0
,Environmental Services Asst,Environmental Services Asst,,S,9,0,,790,2.164383562,,0,,1,90,94,103,Southwest Indiana,Region C,Environmental Services Asst,4.88,4.38,5,5
,Activities Associate,Activities Associate,,S,10.07,1,,728,1.994520548,,0,,1,30,32,184,North Indiana,Region F,Activities Associate,4.75,5,5,5
,Dining Services Assistant,Dining Services,,S,9,0,,727,1.991780822,,0,,1,30,31,423,Central Ohio,Region J,Dining Services Assistant,5,5,4.5,5
,Licensed Practical Nurse,Licensed Practical Nurse,40,M,26.5,1,7,1579,4.326027397,100008,0,H7L,1,90,89,168,North Central Indiana,Region E,Licensed Practical Nurse,3.38,4.88,2.5,3
,Activities Associate,Activities Associate,20,M,11.36,0,406,811,2.221917808,600002,0,H7L,1,90,92,419,South Ohio,Region G,Activities Associate,5,5,4.67,5
,Dining Services Assistant,Dining Services,,S,9.98,1,,818,2.24109589,,0,,1,180,183,302,North Indiana,Region F,Dining Services Assistant,5,5,5,5
,Dining Services Assistant,Dining Services,,S,9,0,,790,2.164383562,,0,,1,30,36,150,Southeast Indiana,Region I,Dining Services Assistant,4.63,5,4.67,5
,Licensed Practical Nurse,Licensed Practical Nurse,,S,19.98,0,,782,2.142465753,,0,,1,90,130,507,North Michigan,Region B,Licensed Practical Nurse,5,5,5,5
,Plant Services Assistant,Technician,,S,15.19,1,,594,1.62739726,,0,,1,30,31,125,Central South Indiana,Region H,Plant Services Assistant,5,5,5,5
,Licensed Practical Nurse,Licensed Practical Nurse,,M,22,1,,579,1.58630137,,0,,1,30,33,509,North Michigan,Region B,Licensed Practical Nurse,5,5,4.5,4
,Life Enrichment Director,Director,,M,17.23,1,,5086,13.93424658,,0,,1,180,4657,187,South Kentucky,Region D,Life Enrichment Director,4.25,4.38,4.67,4
,Activities Associate,Activities Associate,,S,11.67,1,,1042,2.854794521,,0,,1,30,110,160,Central South Indiana,Region H,Activities Associate,1,1.25,2.5,1
,Environmental Services Asst,Environmental Services Asst,,S,9.98,1,,1007,2.75890411,,0,,1,365,366,408,North Ohio,Region A,Environmental Services Asst,4.88,5,4.67,4
,Activities Associate,Activities Associate,,S,10,0,,1105,3.02739726,,0,,1,30,29,141,North Central Indiana,Region E,Activities Associate,3.88,4,4,4
,Executive Director,Executive Director,,N,40.86,1,,1168,3.2,,0,,1,365,366,104,North Central Indiana,Region E,Executive Director,4.75,4.75,4.17,4
,Medical Records Clerk/SC,Other,,S,27.21,1,,797,2.183561644,,0,,1,90,93,509,North Michigan,Region B,Medical Records Clerk/SC,4.13,4.38,3.83,5
,Director of Post-Acute Service,Director,,M,41.55,1,,888,2.432876712,,0,,1,180,184,165,Central South Indiana,Region H,Director of Post-Acute Service,5,5,4.67,5
,Director of Environmental Svcs,Director,,S,16.02,1,,811,2.221917808,,0,,1,90,92,164,Southeast Indiana,Region I,Director of Environmental Svcs,5,4.88,4,4
,Environmental Services Asst,Environmental Services Asst,,S,10,0,,663,1.816438356,,0,,1,90,89,409,Central Ohio,Region J,Environmental Services Asst,4.5,5,5,5
,Licensed Practical Nurse,Licensed Practical Nurse,40,M,22.94,1,1,516,1.41369863,100008,0,H7L,1,90,-1247,168,North Central Indiana,Region E,Licensed Practical Nurse,3.63,3.5,3.4,4
,Business Office Manager,Manager,,S,23.87,1,,889,2.435616438,,0,,1,365,374,171,Central South Indiana,Region H,Business Office Manager,4.88,4.88,4.67,5
,Community Services Rep,Community Services Rep,,S,28.4,1,,706,1.934246575,,0,,1,180,191,160,Central South Indiana,Region H,Community Services Rep,4.75,5,4.67,5
,Cook,Dining Services,,M,11.26,0,,467,1.279452055,,0,,1,30,28,505,North Michigan,Region B,Cook,4,4,4,4
,Licensed Practical Nurse,Licensed Practical Nurse,,S,19.97,1,,468,1.282191781,,0,,1,180,-320,169,North Indiana,Region F,Licensed Practical Nurse,2.75,1.75,2.67,3
,Activities Associate,Activities Associate,,M,10.41,1,,797,2.183561644,,0,,1,30,35,140,North Indiana,Region F,Activities Associate,4.25,3.63,4.5,4
,Licensed Practical Nurse,Licensed Practical Nurse,,M,18.36,0,,930,2.547945205,,0,,1,180,179,422,North Ohio,Region A,Licensed Practical Nurse,3.88,4,3.17,4
,Community Services Rep,Community Services Rep,,M,26.44,1,,832,2.279452055,,0,,1,90,87,139,North Indiana,Region F,Community Services Rep,3.38,4.38,3.5,4
,Director of Health Services,Director,,M,36,1,,810,2.219178082,,0,,1,90,92,111,Southwest Indiana,Region C,Director of Health Services,4.38,4.88,4.83,5
,Executive Director,Executive Director,,M,34.76,1,,1200,3.287671233,,0,,1,365,367,407,Central Ohio,Region J,Executive Director,0,5,0,3
,Licensed Practical Nurse,Licensed Practical Nurse,,M,18.27,1,,1042,2.854794521,,0,,1,30,31,105,Southeast Indiana,Region I,Licensed Practical Nurse,5,5,5,5
,LPN Mentor,Other,5,S,18.36,0,777,1280,3.506849315,,0,H7L,1,365,370,131,Southwest Indiana,Region C,LPN Mentor,4.75,5,5,5
,Cook,Dining Services,,M,12,1,,766,2.098630137,,0,,1,30,42,151,Southeast Indiana,Region I,Cook,5,5,5,5
,Activities Associate,Activities Associate,20,M,11.36,0,406,811,2.221917808,600002,0,H7L,1,30,37,419,South Ohio,Region G,Activities Associate,4.25,5,3.83,4
,Director of Plant Services,Director,,M,23.79,1,,1042,2.854794521,,0,,1,365,367,507,North Michigan,Region B,Director of Plant Services,4.75,5,5,5
,AP/Payroll Coordinator,Finance,,M,19.01,1,,867,2.375342466,,0,,1,180,192,148,South Kentucky,Region D,AP/Payroll Coordinator,5,5,4.5,5
,Director of Health Services,Director,40,M,45.67,1,23,1205,3.301369863,100001,0,H7L,1,30,31,162,North Central Indiana,Region E,Director of Health Services,4.63,5,4.17,4
,LPN Mentor,Other,,M,22.65,1,,811,2.221917808,,0,,1,180,183,412,South Ohio,Region G,LPN Mentor,5,5,5,5
,Cook,Dining Services,,S,12.65,0,,811,2.221917808,,0,,1,180,183,166,Central South Indiana,Region H,Cook,4.75,5,4.67,5
,Environmental Services Asst,Environmental Services Asst,,S,12.34,1,,457,1.252054795,,0,,1,30,31,148,South Kentucky,Region D,Environmental Services Asst,4.5,5,3.83,4
,Licensed Practical Nurse,Licensed Practical Nurse,,M,17.83,0,,643,1.761643836,,0,,1,30,5,507,North Michigan,Region B,Licensed Practical Nurse,5,5,5,5
,Director of Assisted Living,Director,,M,31.25,1,,523,1.432876712,,0,,1,90,94,154,South Kentucky,Region D,Director of Assisted Living,5,5,5,5
,Director of Plant Services,Director,,S,21.63,1,,629,1.723287671,,0,,1,180,185,164,Southeast Indiana,Region I,Director of Plant Services,5,5,4.33,5
,Cook,Dining Services,,M,11.55,0,,614,1.682191781,,0,,1,90,185,166,Central South Indiana,Region H,Cook,5,5,5,5
,Cook,Dining Services,,S,11.22,1,,460,1.260273973,,0,,1,30,31,173,Central South Indiana,Region H,Cook,5,5,5,5
,Licensed Practical Nurse,Licensed Practical Nurse,,M,19.12,1,,407,1.115068493,,0,,1,30,35,137,South Kentucky,Region D,Licensed Practical Nurse,4,4,4,4
,Environmental Services Asst,Environmental Services Asst,,S,12.4,1,,1168,3.2,,0,,1,0,184,146,South Kentucky,Region D,Environmental Services Asst,2.88,4,2.83,2
,Environmental Services Asst,Environmental Services Asst,,S,10.15,1,,1140,3.123287671,,0,,1,180,182,135,North Central Indiana,Region E,Environmental Services Asst,3,1.88,2.17,3
,Licensed Practical Nurse,Licensed Practical Nurse,40,S,20.86,1,57,2500,6.849315068,100008,0,H7L,1,365,364,116,Southeast Indiana,Region I,Licensed Practical Nurse,3.5,2.6,3.17,3
,Director of Health Services,Director,,M,30.67,1,,1140,3.123287671,,0,,1,180,182,123,Central South Indiana,Region H,Director of Health Services,5,5,4.83,3
,Guest Relations,Guest Relations,,M,11.7,0,,873,2.391780822,,0,,1,90,86,131,Southwest Indiana,Region C,Guest Relations,5,5,4.83,5
,Licensed Practical Nurse,Licensed Practical Nurse,,M,18.66,0,,754,2.065753425,,0,,1,90,-186,414,North Ohio,Region A,Licensed Practical Nurse,5,5,5,5
,Dining Services Assistant,Dining Services,,S,10.45,1,,957,2.621917808,,0,,1,180,183,169,North Indiana,Region F,Dining Services Assistant,4,3,2.5,3
,Activities Associate,Activities Associate,,S,11.85,0,,1080,2.95890411,,0,,1,90,96,141,North Central Indiana,Region E,Activities Associate,4.75,5,4,5
,Licensed Practical Nurse,Licensed Practical Nurse,,S,19.96,0,,1161,3.180821918,,0,,1,365,374,151,Southeast Indiana,Region I,Licensed Practical Nurse,5,5,5,4
,Cook,Dining Services,,S,12.65,0,,811,2.221917808,,0,,1,90,93,166,Central South Indiana,Region H,Cook,5,5,5,5
,Executive Director,Executive Director,,M,40.87,1,,908,2.487671233,,0,,1,30,48,126,South Kentucky,Region D,Executive Director,5,5,5,4
,LPN Mentor,Other,,S,20.67,0,,797,2.183561644,,0,,1,90,94,509,North Michigan,Region B,LPN Mentor,5,5,5,5
,Licensed Practical Nurse,Licensed Practical Nurse,,S,17,0,,909,2.490410959,,0,,1,30,35,304,Southwest Indiana,Region C,Licensed Practical Nurse,4.63,5,4,4
,Dining Services Assistant,Dining Services,40,S,10.3,1,144,766,2.098630137,,0,H7L,1,30,-27,133,North Central Indiana,Region E,Dining Services Assistant,4.63,4.63,5,5
,Activities Associate,Activities Associate,,S,9.09,0,,720,1.97260274,,0,,1,30,31,408,North Ohio,Region A,Activities Associate,4.88,5,5,5
,Licensed Practical Nurse,Licensed Practical Nurse,,M,18.5,0,,875,2.397260274,,0,,1,180,186,165,Central South Indiana,Region H,Licensed Practical Nurse,5,5,5,5
,Life Enrichment Director,Director,,S,19.13,1,,952,2.608219178,,0,,1,365,367,101,Southwest Indiana,Region C,Life Enrichment Director,5,5,4.2,4
,Sr Executive Director,Executive Director,,M,52,1,,615,1.684931507,,0,,1,90,102,141,North Central Indiana,Region E,Sr Executive Director,5,5,5,5
,Cook,Dining Services,,M,10,0,,656,1.797260274,,0,,1,30,31,304,Southwest Indiana,Region C,Cook,5,5,5,5
,Dining Services Assistant,Dining Services,,S,11,0,,337,0.923287671,,0,,1,90,-175,133,North Central Indiana,Region E,Dining Services Assistant,4.5,3.75,3.67,4
,Cook,Dining Services,,S,13.75,1,,482,1.320547945,,0,,1,30,29,154,South Kentucky,Region D,Cook,4.5,4.38,3.5,4
,AP/Payroll Coordinator,Finance,,M,21.3,1,,741,2.030136986,,0,,1,30,36,508,North Michigan,Region B,AP/Payroll Coordinator,4,4.13,3.5,3
,Director of Environmental Svcs,Director,,S,17.68,1,,887,2.430136986,,0,,1,180,186,169,North Indiana,Region F,Director of Environmental Svcs,3,3,3,3
,Business Office Manager,Manager,40,M,25.64,1,1148,1148,3.145205479,,0,H7L,1,365,367,422,North Ohio,Region A,Business Office Manager,4.38,4.75,4.5,4
,Environmental Services Asst,Environmental Services Asst,,M,9.5,1,,705,1.931506849,,0,,1,30,30,117,Southwest Indiana,Region C,Environmental Services Asst,3.88,4,4,4
,Dining Services Asst Director,Director,,M,13.25,1,,860,2.356164384,,0,,1,30,35,108,Southwest Indiana,Region C,Dining Services Asst Director,4.5,5,5,4
,Medical Records Clerk,Other,,S,22.09,1,,872,2.389041096,,0,,1,30,64,154,South Kentucky,Region D,Medical Records Clerk,4.13,2.25,3.83,4
,Cook,Dining Services,,M,12.25,0,,1076,2.947945205,,0,,1,90,91,151,Southeast Indiana,Region I,Cook,4,4,3.83,3
,Licensed Practical Nurse,Licensed Practical Nurse,,M,25.72,0,,1174,3.216438356,,0,,1,365,367,111,Southwest Indiana,Region C,Licensed Practical Nurse,3.63,4.5,3.67,4
,LPN Mentor,Other,,S,20.43,0,,1174,3.216438356,,0,,1,365,367,131,Southwest Indiana,Region C,LPN Mentor,3.38,2.88,3.17,3
,Cook,Dining Services,,M,14.28,1,,1063,2.912328767,,0,,1,365,373,422,North Ohio,Region A,Cook,5,5,5,5
,Transportation Associate,Transportation Associate,40,S,10.84,1,811,811,2.221917808,,0,H7L,1,30,37,164,Southeast Indiana,Region I,Transportation Associate,5,5,5,5
,Director of Environmental Svcs,Director,,S,16.02,1,,811,2.221917808,,0,,1,0,183,164,Southeast Indiana,Region I,Director of Environmental Svcs,5,5,5,4
,Environmental Services Asst,Environmental Services Asst,,M,10.05,1,,811,2.221917808,,0,,1,180,184,407,Central Ohio,Region J,Environmental Services Asst,4.88,5,5,5
,Director of Health Services,Director,,M,41.1,1,,811,2.221917808,,0,,1,30,184,422,North Ohio,Region A,Director of Health Services,5,5,4.83,4
,Environmental Services Asst,Environmental Services Asst,,S,9.09,1,,773,2.117808219,,0,,1,30,26,135,North Central Indiana,Region E,Environmental Services Asst,4.2,4.13,4,4
,Floor Technician,Technician,,S,10.3,1,,635,1.739726027,,0,,1,90,111,143,Southeast Indiana,Region I,Floor Technician,5,5,5,5
,Cook,Dining Services,,M,12,1,,766,2.098630137,,0,,1,90,195,151,Southeast Indiana,Region I,Cook,5,5,5,5
,Transportation Associate,Transportation Associate,40,S,10.84,1,811,811,2.221917808,,0,H7L,1,180,188,164,Southeast Indiana,Region I,Transportation Associate,5,3.75,3.83,3
,Activities Associate,Activities Associate,,S,9.98,0,,678,1.857534247,,0,,1,30,30,134,North Central Indiana,Region E,Activities Associate,4,4,4,4
,Life Enrichment Director,Director,,M,17.23,1,,5086,13.93424658,,0,,1,90,4563,187,South Kentucky,Region D,Life Enrichment Director,5,5,4.67,4
,Assistant Director Health Svcs,Director,,S,28.85,1,,567,1.553424658,,0,,1,30,29,109,Southeast Indiana,Region I,Assistant Director Health Svcs,5,5,5,3
,Licensed Practical Nurse,Licensed Practical Nurse,,M,21.54,1,,530,1.452054795,,0,,1,90,103,126,South Kentucky,Region D,Licensed Practical Nurse,4.5,4.25,4.5,4
,Licensed Practical Nurse,Licensed Practical Nurse,,S,17.51,1,,916,2.509589041,,0,,1,180,474,116,Southeast Indiana,Region I,Licensed Practical Nurse,5,5,5,5
,Director of Health Services,Director,,M,41.1,1,,811,2.221917808,,0,,1,365,370,422,North Ohio,Region A,Director of Health Services,5,4.88,4.5,4
,Cook,Dining Services,,M,11.03,1,,1308,3.583561644,,0,,1,365,365,419,South Ohio,Region G,Cook,4.5,2.63,2.83,2
,Cook,Dining Services,,S,10.5,1,,944,2.58630137,,0,,1,30,36,149,Southeast Indiana,Region I,Cook,3.88,5,3.67,5
,Director of Plant Services,Director,,S,23.95,1,,944,2.58630137,,0,,1,30,37,117,Southwest Indiana,Region C,Director of Plant Services,4,4,4.33,5
,Licensed Practical Nurse,Licensed Practical Nurse,,M,17.71,1,,818,2.24109589,,0,,1,30,36,419,South Ohio,Region G,Licensed Practical Nurse,5,5,5,5
,Licensed Practical Nurse,Licensed Practical Nurse,,M,25,0,,1108,3.035616438,,0,,1,90,132,165,Central South Indiana,Region H,Licensed Practical Nurse,3,0,3,3
,Director of Health Services,Director,,M,20.66,1,,1148,3.145205479,,0,,1,365,367,184,North Indiana,Region F,Director of Health Services,5,5,4.67,5
,Medical Records Clerk/SC,Other,,S,27.21,1,,797,2.183561644,,0,,1,30,31,509,North Michigan,Region B,Medical Records Clerk/SC,4.38,4.13,3.33,5
,AP/Payroll Coordinator,Finance,,S,14.21,0,,979,2.682191781,,0,,1,30,41,118,Southeast Indiana,Region I,AP/Payroll Coordinator,4.63,4.5,4,4
,Director of Plant Services,Director,,S,23.46,1,,1269,3.476712329,,0,,1,365,366,161,Central South Indiana,Region H,Director of Plant Services,3.5,3.75,4,4
,Licensed Practical Nurse,Licensed Practical Nurse,,M,19.66,0,,720,1.97260274,,0,,1,30,33,149,Southeast Indiana,Region I,Licensed Practical Nurse,3,3,2.83,3
,Dining Services Assistant,Dining Services,,S,10.93,0,,479,1.312328767,,0,,1,180,184,504,North Michigan,Region B,Dining Services Assistant,4.75,4.75,5,5
,Medical Records Clerk,Other,,S,20.23,1,,662,1.81369863,,0,,1,90,92,416,Central Ohio,Region J,Medical Records Clerk,3.75,3.75,4,3
,Director of Assisted Living,Director,,M,31.25,1,,523,1.432876712,,0,,1,30,34,154,South Kentucky,Region D,Director of Assisted Living,5,5,5,4
,Licensed Practical Nurse,Licensed Practical Nurse,,S,23,0,,614,1.682191781,,0,,1,180,192,142,Southwest Indiana,Region C,Licensed Practical Nurse,4.88,5,5,4
,Environmental Services Asst,Environmental Services Asst,40,M,10.19,1,552,552,1.512328767,400002,0,H7L,1,30,35,167,North Central Indiana,Region E,Environmental Services Asst,4,4,4,4
,Environmental Services Asst,Environmental Services Asst,,S,10.97,1,,453,1.24109589,,0,,1,30,35,509,North Michigan,Region B,Environmental Services Asst,4.63,5,5,5
,Environmental Services Asst,Environmental Services Asst,,S,9.5,0,,587,1.608219178,,0,,1,30,29,131,Southwest Indiana,Region C,Environmental Services Asst,5,4.63,5,5
,Dining Services Asst Director,Director,,S,17,1,,776,2.126027397,,0,,1,90,94,116,Southeast Indiana,Region I,Dining Services Asst Director,3.75,3.63,3,4
,Dining Services Assistant,Dining Services,,M,9.5,1,,769,2.106849315,,0,,1,90,93,109,Southeast Indiana,Region I,Dining Services Assistant,4.88,4.88,5,5
,Cook,Dining Services,,S,10.5,0,,769,2.106849315,,0,,1,90,93,424,North Ohio,Region A,Cook,3.88,4.25,3.17,3
,Director of Plant Services,Director,,M,24.07,1,,1156,3.167123288,,0,,1,90,111,416,Central Ohio,Region J,Director of Plant Services,5,5,5,5
,Environmental Services Asst,Environmental Services Asst,,M,10.56,1,,860,2.356164384,,0,,1,30,42,111,Southwest Indiana,Region C,Environmental Services Asst,4,3.13,3.5,4
,Director of Social Services,Director,,S,27.41,1,,1014,2.778082192,,0,,1,30,29,132,North Indiana,Region F,Director of Social Services,5,5,5,0
,LPN Mentor,Other,,S,20.02,1,,698,1.912328767,,0,,1,30,30,165,Central South Indiana,Region H,LPN Mentor,4.71,5,5,5
,Billing Manager,Other,40,M,0,1,716,2283,6.254794521,800044,0,H2E,0,90,32,1100,Paragon,Region K,Billing Manager,5,5,5,5
,Unit Coordinator/Mgr,Manager,,M,24.75,1,,776,2.126027397,,0,,1,90,94,160,Central South Indiana,Region H,Unit Coordinator/Mgr,5,5,5,5
,Customer Service Specialist,Customer Service Specialist,,S,17.17,1,,762,2.087671233,,0,,1,90,95,149,Southeast Indiana,Region I,Customer Service Specialist,4.14,5,4,5
,Licensed Practical Nurse,Licensed Practical Nurse,,S,22.52,1,,797,2.183561644,,0,,1,180,188,509,North Michigan,Region B,Licensed Practical Nurse,5,5,5,5
,Environmental Services Asst,Environmental Services Asst,,S,11.37,1,,713,1.953424658,,0,,1,90,91,165,Central South Indiana,Region H,Environmental Services Asst,5,5,5,5
,Cook,Dining Services,,S,11.25,1,,643,1.761643836,,0,,1,30,30,164,Southeast Indiana,Region I,Cook,5,5,2,5
,Executive Director,Executive Director,,M,47.45,1,,917,2.512328767,,0,,1,365,379,141,North Central Indiana,Region E,Executive Director,5,4,5,5
,Director of Environmental Svcs,Director,,S,15.37,1,,878,2.405479452,,0,,1,180,184,174,Central South Indiana,Region H,Director of Environmental Svcs,4,4,4,4
,Assistant Director Health Svcs,Director,40,M,29.37,1,875,1013,2.775342466,100002,0,H7L,1,365,393,414,North Ohio,Region A,Assistant Director Health Svcs,5,5,5,5
,Director of Environmental Svcs,Director,,S,17.68,1,,887,2.430136986,,0,,1,365,366,169,North Indiana,Region F,Director of Environmental Svcs,5,5,5,5
,Director of Post-Acute Service,Director,,M,42.83,1,,1287,3.526027397,,0,,1,365,365,165,Central South Indiana,Region H,Director of Post-Acute Service,3.25,3.25,4,2
,Director of Environmental Svcs,Director,,S,20.57,1,,1133,3.104109589,,0,,1,365,368,504,North Michigan,Region B,Director of Environmental Svcs,4.75,4.75,3.67,4
,Activities Associate,Activities Associate,40,M,12,1,69,1046,2.865753425,600002,0,H7L,1,180,185,411,North Ohio,Region A,Activities Associate,5,5,4.83,5
,Director of Plant Services,Director,,S,22.82,1,,719,1.969863014,,0,,1,30,34,504,North Michigan,Region B,Director of Plant Services,3.5,4,2.5,4
,Plant Services Assistant,Technician,,S,17.5,1,,1066,2.920547945,,0,,1,365,374,137,South Kentucky,Region D,Plant Services Assistant,4.75,4.88,1.5,1
,Transportation Associate,Transportation Associate,,M,10.1,1,,783,2.145205479,,0,,1,90,94,119,Southwest Indiana,Region C,Transportation Associate,2.75,5,3.5,5
,Licensed Practical Nurse,Licensed Practical Nurse,,M,17.71,1,,650,1.780821918,,0,,1,30,30,123,Central South Indiana,Region H,Licensed Practical Nurse,3.75,3.88,3.83,4
,Director of Dining Services,Director,,S,23.6,1,,721,1.975342466,,0,,1,30,101,507,North Michigan,Region B,Director of Dining Services,4.75,4.75,3.67,4
,Licensed Practical Nurse,Licensed Practical Nurse,,M,18,0,,700,1.917808219,,0,,1,30,17,123,Central South Indiana,Region H,Licensed Practical Nurse,4,4,4,4
,MDS Coordinator,Other,,M,29,1,,663,1.816438356,,0,,1,90,94,169,North Indiana,Region F,MDS Coordinator,4.63,4.25,4.17,4
,Licensed Practical Nurse,Licensed Practical Nurse,,S,21.3,1,,589,1.61369863,,0,,1,30,30,127,South Kentucky,Region D,Licensed Practical Nurse,5,5,5,4
,Dining Services Assistant,Dining Services,,M,10.19,1,,483,1.323287671,,0,,1,30,35,107,Southeast Indiana,Region I,Dining Services Assistant,4.88,5,4.67,5
,Transportation Associate,Transportation Associate,,M,11.18,1,,453,1.24109589,,0,,1,30,35,163,Southwest Indiana,Region C,Transportation Associate,3.13,3.88,3.33,4
,Sr Executive Director,Executive Director,,M,52,1,,615,1.684931507,,0,,1,180,182,141,North Central Indiana,Region E,Sr Executive Director,5,5,5,5
,Licensed Practical Nurse,Licensed Practical Nurse,,M,21.34,0,,564,1.545205479,,0,,1,30,27,416,Central Ohio,Region J,Licensed Practical Nurse,3,0,4,2
,Activities Associate,Activities Associate,,M,12.25,0,,572,1.567123288,,0,,1,30,42,122,Closed,CLOSED,Activities Associate,5,4.63,4.67,4
,Environmental Services Asst,Environmental Services Asst,,S,10.45,0,,628,1.720547945,,0,,1,90,99,104,North Central Indiana,Region E,Environmental Services Asst,3.38,3.5,2.83,3
,Dining Services Assistant,Dining Services,,S,12.85,0,,642,1.75890411,,0,,1,0,115,126,South Kentucky,Region D,Dining Services Assistant,3.29,5,5,4
,Medical Records Clerk,Other,,S,24.44,1,,559,1.531506849,,0,,1,30,32,161,Central South Indiana,Region H,Medical Records Clerk,3.71,2.5,3,4
,Director of Assisted Living,Director,,M,20.19,1,,899,2.463013699,,0,,1,30,29,419,South Ohio,Region G,Director of Assisted Living,4.38,4,4,4
,Licensed Practical Nurse,Licensed Practical Nurse,,M,20,1,,909,2.490410959,,0,,1,90,92,170,North Indiana,Region F,Licensed Practical Nurse,5,5,5,4
,Director of Plant Services,Director,,S,24.01,1,,846,2.317808219,,0,,1,30,29,302,North Indiana,Region F,Director of Plant Services,4.13,4,4.17,5
,Dining Services Assistant,Dining Services,,M,9.9,0,,1070,2.931506849,,0,,1,90,92,105,Southeast Indiana,Region I,Dining Services Assistant,5,5,4.5,4
,Guest Relations,Guest Relations,,S,10.3,0,,1154,3.161643836,,0,,1,180,185,139,North Indiana,Region F,Guest Relations,4.25,4.13,4.17,4
,Environmental Services Asst,Environmental Services Asst,,S,9.25,0,,916,2.509589041,,0,,1,0,102,160,Central South Indiana,Region H,Environmental Services Asst,4.5,4,4.67,5
,Community Services Rep,Community Services Rep,,M,22.83,1,,1049,2.873972603,,0,,1,365,368,133,North Central Indiana,Region E,Community Services Rep,4.5,4.63,3.5,4
,CS-Facilities Management,Other,40,M,0,1,356,1154,3.161643836,900063,0,H7L,1,180,188,900,TMS Home Office,Home Office,CS-Facilities Management,5,5,4.67,5
